3,6,4,3,6,5,7,6,False
1,2,26,28,3,2,3,591,False
2,2,14,2,7,6,5,15,False
1,3,1,2,6,5,2,9,False
1,2,6,2,3,3,2,0,False
8,17,13,3,9,8,8,21,False
5,5,3,3,4,4,3,3,False
3,5,13,3,10,9,9,9,False
1,1,1,2,2,2,1,0,False
9,16,27,7,9,8,10,52,False
3,5,3,2,8,7,6,26,False
2,4,1,2,1,1,3,0,False
2,7,5,2,6,5,4,4,False
2,5,4,2,5,4,5,8,False
1,1,1,1,0,0,1,0,False
3,3,2,2,2,1,2,16,False
4,5,4,2,6,5,5,22,False
3,11,2,3,8,7,1,9,False
4,6,2,7,4,4,2,2,False
2,3,1,2,9,9,7,0,False
2,0,1,2,0,0,1,0,False
4,6,2,5,6,6,3,0,False
2,2,1,2,3,2,4,8,False
2,3,3,2,4,3,3,20,False
4,3,7,2,4,3,1,3,False
3,6,6,3,8,7,8,36,False
4,3,1,2,5,4,1,9,False
1,2,4,2,3,2,4,10,False
2,1,2,2,0,0,0,0,False
1,4,6,4,4,3,4,18,False
1,5,2,2,10,9,7,42,False
1,3,22,3,3,2,3,17,False
2,2,4,2,3,2,8,23,False
1,7,4,3,6,5,2,3,False
1,4,3,2,6,5,4,22,False
1,1,2,2,1,1,0,6,False
2,1,22,5,3,2,5,51,False
1,7,8,6,5,4,7,50,False
1,13,28,7,9,8,5,34,False
1,0,0,0,0,0,0,0,False
4,12,1,2,6,6,9,23,False
4,4,13,2,3,2,3,35,False
3,7,10,4,7,6,9,24,False
1,1,8,1,3,2,2,11,False
2,0,1,2,0,0,0,2,False
2,5,13,5,5,4,7,26,False
5,6,6,3,8,7,9,76,False
1,1,3,2,3,2,2,11,False
1,0,2,2,0,0,0,0,False
2,5,6,5,5,4,6,25,False
2,2,8,2,5,4,3,11,False
1,5,4,3,8,7,7,7,False
6,9,24,2,6,5,6,2,False
1,7,1,2,8,7,6,14,False
3,5,1,2,0,0,1,0,False
1,1,1,2,1,1,1,4,False
1,5,1,2,6,5,3,9,False
1,2,1,2,2,2,2,2,False
3,5,1,2,2,2,3,28,False
5,7,22,2,7,6,7,25,False
2,2,1,2,5,4,2,0,False
2,3,2,2,6,5,6,33,False
1,6,3,2,6,5,5,26,False
1,0,1,2,0,0,0,0,False
1,0,1,2,1,0,2,3,False
6,8,10,2,7,6,5,13,False
7,14,7,5,12,11,15,75,True
1,3,10,3,3,2,2,0,False
3,4,3,3,5,4,2,4,False
7,8,3,2,10,9,10,66,False
2,4,1,2,4,3,3,19,False
2,6,5,2,8,7,4,17,False
1,5,4,3,6,5,2,13,False
2,1,7,2,1,1,1,21,False
1,3,4,6,3,2,3,45,False
2,9,30,11,7,6,6,9,False
4,6,5,12,3,2,3,0,False
1,1,3,3,2,1,0,4,False
1,1,3,2,4,3,2,13,False
7,9,5,5,5,4,6,44,False
1,0,1,2,0,0,0,0,False
1,1,1,0,5,4,1,2,False
2,6,24,12,8,7,10,31,False
1,1,3,2,3,2,2,13,False
8,23,29,4,17,16,12,36,False
6,11,2,4,5,4,6,10,False
1,1,5,3,3,2,4,9,False
6,10,32,5,8,7,7,55,False
1,1,3,6,2,2,3,16,False
5,7,1,2,5,4,5,84,False
1,5,25,7,5,5,7,26,False
9,12,2,3,7,7,6,2,False
6,23,3,2,9,8,8,29,True
4,4,13,2,6,5,3,30,False
2,9,6,7,5,4,3,3,True
1,4,3,0,2,2,6,2,False
2,22,8,6,10,9,8,8,True
2,3,1,2,6,5,7,13,False
1,3,13,5,2,2,3,5,False
2,0,0,2,0,0,1,5,False
1,7,3,2,6,5,5,26,False
2,7,4,2,7,6,5,26,False
6,14,9,5,11,10,10,46,False
7,14,1,2,9,9,7,2,False
2,2,3,2,4,3,2,11,False
2,1,2,2,7,6,7,0,False
1,0,1,2,0,0,0,0,False
3,3,1,2,3,3,4,6,True
5,9,2,2,9,8,9,35,False
3,2,2,2,3,2,2,11,False
3,7,18,2,10,9,6,5,False
1,6,6,6,5,4,5,4,False
7,12,8,2,6,5,5,4,False
2,2,7,2,4,3,2,13,False
1,1,2,2,1,1,2,0,False
4,3,2,2,3,2,2,11,False
7,31,14,5,18,17,10,4,False
1,3,2,2,2,2,2,0,False
1,0,2,2,1,1,1,0,False
1,1,1,2,2,1,1,47,False
1,3,15,9,7,6,6,4,False
5,11,4,4,6,5,6,3,True
1,1,4,5,3,2,3,8,False
2,1,1,2,1,1,1,2,False
1,6,12,3,6,5,6,6,False
2,2,1,2,3,2,5,6,False
3,2,21,2,3,2,2,11,False
6,15,17,4,13,12,9,153,False
1,7,2,5,6,5,4,0,False
7,8,34,2,5,4,5,12,False
8,6,1,2,5,4,8,29,False
2,9,5,8,7,6,3,19,False
2,2,3,2,4,3,2,11,False
6,8,1,2,4,3,2,4,False
2,8,5,5,10,9,13,28,True
5,6,2,2,6,5,6,90,False
1,3,8,2,5,4,3,11,False
4,19,6,5,1,1,0,0,True
3,5,13,3,10,9,9,9,False
2,2,2,2,4,3,5,11,False
2,3,5,2,2,2,7,2,False
1,0,3,2,0,0,1,0,False
2,4,8,2,12,11,8,20,False
2,4,7,2,7,6,5,13,False
1,3,1,2,4,3,3,19,False
1,2,10,4,2,1,3,0,False
4,3,4,2,3,2,2,11,False
5,9,4,2,9,8,8,29,False
1,6,7,2,4,3,4,6,False
5,18,10,7,12,11,11,20,True
8,16,26,5,8,7,5,57,False
6,9,1,2,6,5,3,4,False
5,6,3,2,7,6,8,43,False
3,2,5,2,4,3,2,9,False
1,2,6,2,3,2,2,12,False
2,4,9,2,6,5,9,39,False
2,4,2,2,8,7,9,43,False
3,4,1,2,4,3,8,27,False
2,0,1,2,0,0,1,0,False
2,5,6,2,6,6,5,8,False
2,3,1,2,3,3,2,0,False
1,1,1,2,1,1,1,0,False
1,2,1,2,2,2,1,0,False
2,1,8,4,4,3,3,23,False
2,3,1,4,5,4,5,25,False
1,4,9,2,5,4,6,18,False
1,2,4,2,3,2,3,6,False
2,3,1,2,5,4,2,10,False
1,6,12,8,5,4,10,16,False
5,5,5,2,5,4,3,0,False
1,2,2,2,4,3,2,2,False
1,4,1,2,2,2,3,2,False
1,2,1,2,3,2,3,6,False
2,4,9,6,4,3,4,2,False
1,6,5,4,8,7,3,8,False
1,8,19,3,7,6,10,28,True
2,8,18,5,6,5,6,36,False
4,11,5,4,6,5,4,13,False
1,2,3,2,3,2,4,13,False
2,5,1,2,7,6,7,25,False
1,23,23,16,14,13,7,31,False
1,2,1,2,3,2,3,9,False
6,10,32,5,8,7,7,55,False
3,2,5,2,4,3,4,14,False
2,1,1,2,0,0,2,0,False
2,4,9,6,4,3,4,2,False
2,2,2,2,5,4,1,2,False
2,7,4,2,7,6,5,26,False
6,11,11,3,7,6,8,32,False
2,4,3,2,4,3,5,18,False
1,0,0,0,0,0,0,0,False
1,2,2,2,4,3,5,12,False
2,4,1,2,5,4,2,19,False
1,0,1,2,0,0,0,0,False
2,2,2,2,3,2,2,19,False
3,5,1,2,5,4,4,20,False
1,0,1,2,0,0,0,3,False
8,12,23,9,9,8,10,129,False
4,19,6,5,1,1,0,0,True
6,10,39,4,7,6,9,75,False
1,2,1,2,13,12,8,40,False
2,2,1,2,4,3,4,12,False
1,2,11,4,2,2,2,19,False
1,3,4,11,4,3,3,5,False
1,1,1,2,1,1,1,4,False
2,2,2,2,5,4,2,8,False
4,13,7,4,7,6,6,4,False
9,13,15,3,10,9,4,17,False
1,0,1,2,0,0,0,0,False
2,0,1,2,1,0,0,8,False
1,3,2,3,4,3,2,19,False
2,11,5,3,7,6,11,26,True
2,2,1,2,0,0,3,0,False
5,7,8,2,7,6,6,68,False
3,4,3,2,5,4,4,11,False
1,1,2,2,4,3,2,11,False
3,7,8,6,7,6,8,48,False
2,1,22,5,3,2,5,51,False
3,6,6,7,6,5,2,15,False
1,3,2,2,2,2,2,0,False
1,0,1,0,0,0,0,0,False
4,5,2,2,7,6,7,41,False
4,5,46,2,4,3,3,20,False
1,2,3,2,4,3,2,11,False
4,6,11,3,5,4,4,11,False
3,7,8,6,7,6,8,48,False
3,2,5,3,5,4,3,11,False
2,2,3,2,4,3,3,11,False
4,6,1,2,8,7,8,9,False
1,0,1,2,0,0,0,3,False
3,5,2,2,7,6,8,8,False
1,0,1,2,9,9,7,0,False
3,6,10,4,7,6,11,77,False
2,4,3,4,5,4,4,2,False
4,3,2,2,1,1,0,2,False
2,5,2,3,4,3,4,13,False
4,6,1,2,9,9,7,0,False
1,0,1,2,0,0,0,0,False
2,5,8,3,9,8,9,59,False
6,5,1,2,5,4,8,44,False
2,1,4,2,3,2,2,11,False
8,31,11,4,11,10,7,16,True
1,1,4,2,1,1,0,4,False
1,3,2,2,7,6,7,12,False
1,5,1,2,4,3,4,6,False
4,7,2,2,3,3,4,14,False
3,6,1,2,2,2,3,10,False
2,9,9,6,10,9,4,45,False
6,10,16,4,7,6,9,56,False
4,5,2,2,5,4,4,28,False
2,1,5,2,2,2,1,2,False
4,9,7,4,9,8,9,28,False
5,5,1,5,4,3,3,2,False
2,4,1,2,5,4,5,21,False
5,3,23,2,4,3,4,11,False
1,0,1,2,0,0,1,0,False
2,4,2,2,5,4,5,6,False
4,2,26,2,2,2,3,4,False
1,0,1,2,9,8,7,0,False
4,5,2,2,5,4,6,4,False
1,7,1,2,8,7,6,14,False
6,9,24,2,6,5,6,2,False
3,6,15,5,3,2,4,2,False
1,7,3,2,6,5,5,26,False
6,6,1,2,3,3,2,471,False
2,4,1,2,5,4,6,6,False
2,5,4,3,5,4,2,11,False
4,18,18,10,14,13,11,40,False
1,3,1,2,4,3,4,14,False
3,14,8,6,11,10,4,11,False
6,9,8,2,4,4,2,2,False
1,1,10,0,1,1,1,0,False
3,2,1,2,3,2,3,14,False
1,1,6,2,4,3,3,13,False
1,0,1,2,0,0,0,0,False
1,0,1,2,0,0,0,0,False
1,1,1,3,0,0,0,0,False
4,10,3,2,8,7,8,6,False
1,3,2,2,3,2,2,0,True
1,2,1,2,1,1,0,2,False
2,4,1,2,6,5,5,7,False
2,1,1,2,1,1,0,5,False
2,0,1,2,0,0,1,0,False
3,9,4,2,7,6,5,18,False
1,10,1,2,9,9,5,0,False
7,7,3,4,3,2,2,0,False
2,2,1,2,3,2,3,6,False
4,20,10,11,4,3,4,4,True
6,7,32,2,9,8,5,18,False
10,13,2,3,9,8,7,31,False
1,1,3,2,2,2,2,0,False
1,1,4,2,2,1,4,0,False
2,9,4,2,6,6,3,0,False
1,2,1,2,3,2,3,6,False
2,4,2,2,5,4,4,15,False
1,3,4,6,3,2,5,0,False
1,2,2,2,3,2,2,19,False
3,2,2,2,5,4,4,0,False
1,0,14,2,0,0,0,0,False
2,6,10,5,6,5,5,16,False
2,2,2,2,1,1,0,2,False
1,0,1,2,1,0,2,7,False
4,7,3,3,9,8,7,21,False
1,5,5,6,7,6,5,42,False
1,0,1,2,0,0,1,0,False
2,3,2,2,8,7,7,9,False
2,8,3,3,3,3,2,0,False
1,5,1,2,7,6,6,15,False
1,3,13,3,7,6,8,15,False
1,1,4,2,3,2,2,11,False
1,1,1,2,0,0,0,2,False
2,4,5,2,3,2,2,7,False
5,7,4,2,9,8,8,62,False
2,3,1,2,3,2,2,19,False
2,6,3,2,9,8,10,8,False
2,5,1,2,4,3,4,21,False
4,12,6,4,6,5,4,11,False
4,4,11,2,5,4,8,35,False
4,5,5,3,3,2,3,11,False
1,1,3,5,1,1,2,0,False
2,2,1,2,5,4,2,185,False
2,0,2,2,0,0,0,0,False
4,2,1,2,6,5,4,20,False
1,4,2,2,5,4,6,29,False
1,4,4,3,1,1,0,0,False
1,1,1,2,1,1,1,10,False
1,6,5,2,3,3,7,2,False
6,10,32,5,8,7,7,55,False
1,2,1,2,4,3,3,2,False
2,2,9,2,5,4,4,13,False
4,4,1,2,7,6,7,32,False
3,4,1,2,3,2,7,6,False
4,10,4,2,6,5,6,6,False
4,3,4,2,3,2,2,11,False
2,5,4,2,4,3,3,0,False
3,3,1,2,3,3,5,2,True
9,10,39,2,9,8,9,119,False
1,2,2,2,5,4,6,0,False
2,0,1,2,2,1,2,0,False
2,1,1,2,1,1,0,3,False
1,8,1,2,6,5,7,24,False
3,3,3,2,5,4,4,20,False
3,7,5,2,9,8,11,55,False
1,3,2,2,3,2,4,6,False
2,1,3,2,3,2,2,21,False
2,4,1,2,1,1,5,7,False
2,3,97,4,3,3,2,7,False
2,6,5,5,6,5,5,19,False
1,1,3,2,1,1,1,12,False
4,4,1,3,4,3,3,6,False
3,2,21,2,3,2,2,11,False
6,16,5,4,7,6,5,0,True
5,7,1,2,5,4,7,25,False
2,3,1,2,4,3,2,19,False
2,1,1,2,1,1,1,0,False
2,3,7,2,3,2,4,13,False
1,0,3,2,1,0,1,0,False
1,1,1,2,4,3,2,14,False
4,4,1,2,5,4,5,13,False
7,8,5,2,7,6,5,23,False
3,7,7,3,7,6,5,2,False
2,2,1,2,4,3,3,6,False
2,7,4,2,8,7,6,53,False
4,6,5,6,9,8,10,38,False
1,3,1,2,5,4,5,33,False
7,9,5,5,5,4,6,44,False
5,7,1,2,5,4,7,25,False
5,5,3,2,6,5,4,35,False
3,6,1,2,8,7,9,8,False
1,1,1,2,1,1,0,2,False
6,5,8,2,9,8,5,55,False
2,16,4,9,11,10,6,14,False
8,17,12,2,11,10,10,45,False
1,0,1,2,0,0,0,0,False
1,8,13,7,7,6,4,11,False
1,1,6,5,3,2,3,15,False
5,5,4,3,4,3,2,5,False
2,3,1,2,3,3,3,0,False
1,0,3,0,1,0,1,0,False
3,6,7,2,7,6,6,43,False
2,0,1,2,0,0,0,0,False
2,7,15,4,6,5,5,2,False
5,5,4,2,6,5,7,42,False
1,1,1,2,0,0,0,161,False
1,1,1,2,1,1,1,2,False
1,1,15,2,2,1,2,2,False
2,3,6,2,3,2,4,6,False
1,3,1,2,4,3,6,12,False
3,5,1,2,5,4,3,6,False
2,5,30,5,3,2,4,2,False
3,0,5,2,1,1,2,2,False
2,1,2,2,2,2,5,4,False
1,1,3,2,3,2,3,11,False
1,0,1,2,0,0,0,0,False
5,7,5,2,10,9,6,16,False
3,12,30,11,10,9,11,31,False
1,0,0,3,0,0,0,2,False
4,4,5,9,6,5,3,35,False
2,5,2,2,6,5,8,14,False
4,4,1,2,4,3,2,11,False
3,10,8,8,7,6,9,10,False
2,0,1,2,0,0,0,2,False
0,8,4,2,5,4,3,41,False
6,11,11,2,6,5,5,32,False
1,4,1,2,3,2,3,8,False
2,2,1,2,4,3,3,6,False
7,9,5,5,5,4,6,44,False
1,2,2,2,2,2,1,19,False
6,8,6,2,11,10,8,69,False
1,1,3,2,3,2,4,11,False
6,9,7,2,9,8,11,64,False
7,15,27,3,7,6,8,6,False
1,0,1,2,0,0,0,0,False
1,1,2,2,1,1,1,0,False
6,9,1,2,6,5,4,6,False
5,6,28,9,7,6,4,10,False
1,5,12,7,3,2,4,4,False
1,3,11,2,4,3,3,18,False
2,7,4,2,7,6,5,26,False
4,8,3,6,8,7,7,9,False
1,2,1,2,3,2,2,19,False
2,2,2,2,2,2,6,2,False
5,6,5,2,11,10,6,34,False
2,6,3,6,7,6,9,19,False
1,5,11,4,12,11,10,65,False
1,1,2,2,12,11,6,15,False
1,7,3,4,5,4,3,6,False
2,6,4,5,2,2,1,0,True
2,4,2,2,7,6,5,8,False
5,7,1,2,7,7,4,5,False
5,8,13,3,4,3,4,4,False
2,0,1,2,0,0,0,0,False
4,3,1,2,5,4,1,9,False
4,3,4,2,3,2,2,13,False
2,2,1,2,8,7,12,0,False
2,4,4,2,11,10,7,19,False
6,9,46,5,10,9,6,39,False
6,6,6,5,3,2,6,71,False
1,3,3,2,3,2,4,11,False
2,6,9,5,6,5,3,11,False
1,2,2,2,7,6,4,22,False
2,8,2,4,6,5,4,2,False
1,1,1,2,1,1,2,0,False
1,3,1,2,4,3,3,19,False
8,14,2,2,3,3,1,3,False
1,2,2,4,3,2,3,8,False
6,12,11,8,11,10,14,50,True
2,0,2,2,0,0,0,0,False
1,1,2,2,1,1,0,2,False
5,7,1,2,5,4,7,19,False
1,2,4,2,3,2,3,6,False
1,4,6,2,10,9,3,0,False
1,2,6,3,2,2,2,5,False
2,2,2,2,6,5,4,11,False
5,5,12,2,5,4,3,4,False
2,1,1,2,2,2,1,0,False
1,1,1,2,3,2,2,11,False
1,2,1,2,3,2,4,139,False
1,2,4,2,3,2,1,0,False
1,1,1,2,1,1,0,8,False
2,5,1,2,1,1,2,0,True
2,4,4,2,1,1,1,0,False
1,1,1,2,1,1,0,2,False
1,0,0,0,0,0,0,0,False
1,0,2,2,3,2,1,0,False
6,26,7,2,10,9,5,22,True
2,3,3,2,3,2,2,19,False
2,2,1,2,4,3,3,5,False
1,0,2,2,0,0,0,2,False
3,5,1,2,5,4,4,17,False
7,9,5,5,4,3,3,33,False
1,0,1,2,0,0,1,0,False
2,11,7,3,13,12,9,39,False
1,0,1,2,0,0,0,0,False
1,3,2,6,4,4,2,0,False
1,0,3,3,2,2,1,5,False
1,2,2,5,4,3,5,20,False
3,3,14,4,6,5,6,11,False
2,4,5,2,4,4,4,0,False
3,5,26,2,4,3,5,11,False
6,9,9,4,8,7,9,43,False
4,3,11,2,4,3,2,5,False
2,0,1,2,0,0,0,2,False
2,1,3,2,3,2,2,11,False
2,4,1,2,5,4,6,6,False
1,2,7,3,3,2,3,6,False
3,5,13,3,10,9,9,9,False
2,2,4,2,1,1,1,0,False
8,12,23,9,9,8,10,129,False
5,24,3,2,1,1,3,0,True
3,7,8,6,7,6,8,48,False
2,4,4,2,9,8,6,17,False
1,3,6,2,3,2,3,2,False
1,2,1,2,4,3,4,12,False
5,5,3,2,5,4,2,17,False
4,2,2,2,4,3,1,9,False
2,3,1,2,6,5,5,19,False
4,4,5,2,4,3,3,4,False
2,2,2,2,3,2,3,6,False
1,2,1,2,3,2,2,14,False
6,8,12,15,6,5,7,90,False
1,0,1,3,0,0,1,2,False
4,2,2,2,4,3,3,13,False
1,0,0,2,0,0,0,0,False
1,0,2,2,3,2,1,0,False
3,2,3,2,3,2,1,9,False
2,2,7,2,3,2,3,6,False
3,3,6,3,7,6,7,8,False
2,1,1,2,13,12,8,40,False
3,3,1,2,3,2,2,11,False
1,0,1,2,0,0,0,0,False
2,4,1,2,13,12,8,45,False
1,2,15,2,3,2,3,27,False
2,8,5,2,3,3,4,0,True
1,0,0,3,0,0,0,2,False
1,0,0,0,1,1,1,0,False
3,2,1,2,4,3,2,11,False
2,1,4,2,1,1,1,13,False
1,5,1,2,6,5,5,18,False
1,1,1,0,3,3,4,2,False
2,2,2,2,3,2,4,11,False
8,26,13,4,13,12,9,52,True
7,11,10,7,12,11,12,45,False
1,0,4,2,2,1,5,0,False
4,9,8,5,8,7,9,0,False
1,3,1,2,5,4,3,4,False
1,5,15,2,7,6,4,72,False
5,5,1,2,3,3,2,4,False
5,7,1,2,5,4,7,25,False
10,10,34,4,14,13,12,197,False
2,2,11,2,2,1,3,0,False
5,4,3,2,3,2,3,14,False
2,2,1,3,3,2,4,12,False
1,2,6,2,3,2,2,19,False
3,2,1,2,2,2,2,2,False
1,2,2,2,5,4,5,25,False
2,0,1,2,0,0,1,0,False
1,0,1,2,0,0,1,0,False
2,7,4,2,7,6,5,26,False
2,1,1,2,13,12,8,44,True
1,1,6,2,3,2,2,11,False
1,0,1,0,1,1,0,0,False
6,12,7,5,9,8,9,55,False
5,9,4,0,6,5,3,6,False
2,2,5,2,3,2,3,6,False
2,2,1,5,4,3,4,47,False
2,4,3,2,5,5,3,2,False
2,5,1,2,9,8,9,14,False
6,10,37,5,7,6,7,63,False
2,2,5,3,1,1,2,0,False
1,3,21,8,6,5,6,59,False
1,2,3,3,2,2,2,5,False
2,2,1,2,4,3,7,32,False
6,10,32,5,8,7,7,55,False
6,7,7,2,12,11,7,20,False
5,6,1,5,3,3,3,8,False
3,2,3,2,3,2,2,11,False
8,6,2,2,4,4,3,7,False
2,3,4,2,5,5,4,3,False
3,3,1,2,5,4,4,14,False
3,5,1,2,5,4,4,17,False
7,15,95,9,8,7,8,56,False
4,3,3,2,2,2,1,8,False
2,3,3,2,6,5,2,17,False
4,5,37,2,6,5,3,27,False
1,3,1,2,3,2,4,6,False
2,4,6,2,7,6,8,30,False
4,5,9,2,5,4,6,23,False
6,9,1,2,6,5,3,6,False
6,10,32,5,8,7,7,55,False
2,13,16,3,6,5,6,10,False
3,4,1,3,5,4,4,6,False
1,1,1,2,9,8,7,2,False
6,10,32,5,8,7,7,55,False
2,2,20,10,4,3,3,30,False
3,4,3,2,7,6,5,19,False
4,4,3,2,4,3,4,5,False
1,1,1,2,0,0,0,0,False
3,7,4,2,6,5,4,17,False
8,6,3,2,4,3,4,89,False
2,2,3,2,6,5,5,8,False
2,1,1,2,1,1,1,0,False
3,6,4,2,7,6,9,25,False
7,17,8,2,4,3,7,51,False
1,1,2,2,1,1,1,6,False
1,1,6,2,3,2,2,2,False
6,9,6,2,11,10,9,29,False
8,40,15,8,20,19,9,15,False
1,2,1,2,3,2,3,6,False
1,4,2,2,6,5,3,6,False
1,3,6,4,9,8,9,110,False
5,4,16,2,3,3,2,18,False
6,10,32,5,8,7,7,55,False
1,0,0,0,0,0,0,0,False
2,3,1,2,6,5,3,6,False
3,7,11,2,8,7,9,69,False
3,2,3,2,3,2,2,11,False
1,0,2,1,1,0,1,4,False
2,4,3,2,4,3,5,17,False
2,4,5,6,7,6,8,68,False
3,3,1,2,4,3,1,9,False
4,4,6,2,3,2,3,11,False
1,0,1,2,0,0,0,0,False
2,2,1,2,2,2,4,10,False
3,3,1,2,5,4,5,2,False
2,2,1,2,3,2,2,6,False
1,2,6,4,5,4,4,22,False
1,0,1,2,0,0,0,0,False
4,15,9,2,11,10,11,25,False
2,5,13,3,4,3,1,0,False
5,9,2,2,9,8,8,21,False
2,2,2,2,2,2,3,0,False
4,4,11,2,5,4,8,35,False
7,14,21,2,10,9,8,61,False
6,9,10,4,10,9,9,47,False
5,9,3,2,10,9,8,48,False
3,4,8,3,10,9,9,9,False
2,3,2,2,3,3,1,0,False
1,3,2,2,8,7,6,19,False
2,2,2,2,4,3,3,6,False
2,2,2,2,5,4,3,19,False
4,3,1,2,5,4,2,4,False
5,11,4,2,14,13,14,32,False
4,3,1,2,2,2,2,2,False
1,2,1,2,2,2,1,2,False
2,8,7,3,3,2,2,0,False
2,3,4,2,10,9,6,15,False
2,3,3,2,4,3,3,16,False
3,5,13,3,10,9,9,9,False
4,3,6,2,3,2,3,11,False
1,2,1,4,6,5,7,4,False
1,0,1,2,0,0,0,0,False
2,4,4,2,7,6,6,14,False
3,6,6,4,6,5,6,13,False
2,0,4,2,0,0,0,0,False
1,3,2,2,2,2,2,0,False
2,6,12,5,6,5,2,11,False
1,7,3,2,6,5,5,26,False
3,2,1,3,2,2,2,0,False
5,11,12,6,12,11,10,161,False
1,0,0,0,0,0,0,0,False
1,4,6,2,5,4,4,11,False
2,4,6,2,6,5,1,4,False
3,9,4,3,10,9,9,13,False
5,7,4,5,10,9,9,0,False
2,3,4,2,6,5,3,26,False
2,4,12,4,8,7,6,25,False
2,2,2,2,3,3,2,11,False
2,4,4,2,11,10,6,10,False
2,4,5,2,6,5,10,9,False
1,0,2,2,0,0,1,0,False
1,2,4,2,5,4,7,104,False
2,8,5,3,9,8,5,41,False
2,1,1,2,1,1,1,0,False
2,2,2,2,3,3,3,7,False
5,6,2,2,7,6,8,15,True
3,3,1,2,6,5,3,12,False
4,3,4,2,4,3,3,16,False
4,3,2,2,5,4,3,17,False
2,2,2,2,4,3,4,2,False
1,1,2,2,1,1,4,0,False
9,9,12,4,6,5,7,13,False
1,3,1,2,4,3,3,19,False
1,2,1,2,1,1,5,0,False
5,4,1,2,3,2,4,38,False
3,5,5,2,8,7,6,38,False
3,17,10,7,9,8,3,10,False
6,9,7,2,9,8,11,64,False
1,1,3,3,3,2,3,16,False
2,1,3,2,1,1,0,6,False
2,2,2,2,3,2,4,6,False
3,5,1,2,5,4,4,17,False
4,6,1,2,8,7,8,4,False
3,4,6,2,5,4,5,9,False
5,21,1,2,0,0,1,0,True
2,2,1,2,4,3,2,2,False
1,2,2,2,3,2,2,12,False
2,9,6,7,5,4,3,3,True
5,5,5,2,5,4,5,14,False
7,12,4,4,6,6,6,4,True
2,7,4,2,8,7,6,53,False
2,2,2,2,3,3,3,7,False
3,4,19,8,4,3,5,17,False
7,19,99,9,17,16,14,91,False
4,9,3,4,13,12,7,23,False
1,1,6,2,1,1,0,7,False
3,17,12,11,4,3,4,6,True
1,3,6,2,2,2,2,2,False
2,3,11,6,4,3,4,2,False
1,1,0,2,0,0,0,0,False
3,10,4,7,8,7,4,26,False
